和谐附加豁免保费轻症疾病保险费率表（男性）,,,,,,和谐附加豁免保费轻症疾病保险费率表（女性）,,,,
"(每豁免1,000元保险费单位：人民币元)",,,,,,"(每豁免1,000元保险费单位：人民币元)",,,,
投保年龄,1,1,1,1,1,2,2,2,2,2
,2,4,9,14,19,2,4,9,14,19
0,1.1,1.66,2.74,3.59,4.14,0.99,1.44,2.3,3.07,3.62
1,1.02,1.53,2.45,3.23,3.78,0.86,1.25,2,2.73,3.29
2,0.94,1.39,2.17,2.89,3.45,0.75,1.1,1.76,2.46,3.04
3,0.85,1.22,1.89,2.58,3.16,0.65,0.95,1.55,2.24,2.86
4,0.74,1.04,1.63,2.3,2.92,0.57,0.82,1.39,2.09,2.73
5,0.61,0.85,1.4,2.07,2.74,0.48,0.71,1.26,1.98,2.67
6,0.49,0.7,1.23,1.93,2.65,0.41,0.63,1.19,1.94,2.67
7,0.4,0.6,1.14,1.88,2.65,0.38,0.59,1.18,1.97,2.74
8,0.36,0.56,1.12,1.91,2.74,0.37,0.58,1.21,2.03,2.86
9,0.34,0.54,1.15,1.99,2.88,0.36,0.58,1.25,2.12,3.02
10,0.34,0.56,1.21,2.11,3.07,0.36,0.61,1.32,2.24,3.21
11,0.35,0.59,1.28,2.26,3.28,0.39,0.65,1.41,2.38,3.44
12,0.37,0.62,1.38,2.43,3.52,0.42,0.7,1.5,2.54,3.7
13,0.4,0.67,1.48,2.61,3.77,0.46,0.75,1.59,2.7,3.98
14,0.43,0.73,1.6,2.81,4.05,0.48,0.79,1.67,2.88,4.29
15,0.47,0.78,1.73,3.02,4.34,0.51,0.84,1.76,3.07,4.64
16,0.51,0.84,1.86,3.25,4.65,0.54,0.89,1.87,3.3,5.03
17,0.54,0.91,2,3.47,4.99,0.57,0.93,1.98,3.55,5.49
18,0.58,0.98,2.16,3.72,5.35,0.59,0.97,2.11,3.85,5.99
19,0.63,1.06,2.32,3.99,5.76,0.62,1.01,2.26,4.19,6.56
20,0.68,1.14,2.49,4.26,6.21,0.64,1.07,2.45,4.6,7.21
21,0.74,1.23,2.66,4.55,6.7,0.67,1.15,2.69,5.08,7.95
22,0.8,1.32,2.83,4.87,7.25,0.74,1.28,2.98,5.64,8.79
23,0.85,1.41,3.01,5.21,7.88,0.85,1.43,3.33,6.28,9.73
24,0.91,1.5,3.19,5.59,8.59,0.92,1.57,3.68,6.94,10.72
25,0.96,1.58,3.38,6.02,9.42,1.01,1.73,4.09,7.69,11.83
26,1.01,1.67,3.6,6.52,10.38,1.12,1.92,4.56,8.51,13.03
27,1.07,1.76,3.86,7.12,11.5,1.25,2.14,5.09,9.41,14.35
28,1.12,1.86,4.16,7.82,12.81,1.4,2.4,5.66,10.39,15.78
29,1.19,1.99,4.53,8.67,14.33,1.56,2.68,6.27,11.45,17.33
30,1.28,2.14,4.97,9.67,16.1,1.75,3,6.93,12.59,18.99
31,1.38,2.33,5.51,10.86,18.14,1.95,3.35,7.64,13.82,20.76
32,1.5,2.56,6.16,12.25,20.47,2.18,3.73,8.38,15.13,22.65
33,1.66,2.85,6.93,13.87,23.12,2.43,4.11,9.16,16.53,24.66
34,1.85,3.19,7.85,15.75,26.11,2.7,4.47,9.98,18,26.79
35,2.07,3.6,8.93,17.9,29.46,2.9,4.81,10.84,19.56,29.03
36,2.35,4.09,10.18,20.35,33.19,3.01,5.12,11.74,21.2,31.38
37,2.67,4.66,11.63,23.11,37.31,3.33,5.65,12.87,23.13,34.05
38,3.05,5.33,13.28,26.19,41.82,3.67,6.21,14.08,25.17,36.86
39,3.49,6.11,15.15,29.6,46.75,4.03,6.81,15.37,27.33,39.83
40,4,6.99,17.25,33.35,52.08,4.41,7.45,16.73,29.6,42.94
41,4.58,8,19.57,37.43,57.83,4.82,8.12,18.16,31.99,46.19
42,5.24,9.12,22.12,41.85,63.98,5.25,8.84,19.67,34.49,49.6
43,5.97,10.36,24.9,46.59,70.53,5.71,9.59,21.26,37.1,53.17
44,6.78,11.73,27.89,51.64,77.46,6.2,10.39,22.91,39.83,56.92
45,7.66,13.21,31.09,56.98,84.76,6.7,11.22,24.64,42.66,60.84
46,8.62,14.8,34.48,62.62,92.44,7.23,12.08,26.43,45.61,64.97
47,9.64,16.5,38.05,68.52,100.47,7.78,12.98,28.29,48.67,69.31
48,10.72,18.29,41.78,74.68,108.86,8.36,13.92,30.21,51.87,73.89
49,11.87,20.17,45.67,81.08,117.62,8.95,14.88,32.2,55.21,78.74
50,13.07,22.11,49.69,87.71,126.76,9.56,15.88,34.26,58.73,83.89
51,14.29,24.1,53.83,94.56,136.28,10.19,16.91,36.4,62.45,89.4
52,15.55,26.16,58.12,101.67,146.27,10.85,17.97,38.61,66.38,95.3
53,16.85,28.29,62.55,109.06,156.73,11.52,19.06,40.93,70.58,101.66
54,18.19,30.48,67.11,116.74,167.69,12.2,20.18,43.39,75.08,108.53
55,19.57,32.73,71.81,124.79,179.21,12.9,21.34,46.03,79.95,115.98
56,20.99,35.06,76.66,133.22,191.32,13.64,22.56,48.88,85.26,124.1
57,22.45,37.44,81.68,142.1,,14.42,23.86,51.99,91.09,
58,23.94,39.89,86.9,151.45,,15.23,25.28,55.38,97.48,
59,25.47,42.38,92.36,161.35,,16.1,26.86,59.14,104.54,
60,27.03,44.91,98.12,171.84,,17.15,28.69,63.33,112.35,
61,28.57,47.52,104.27,182.98,,18.4,30.74,67.98,120.95,
62,30.13,50.26,110.86,,,19.68,32.87,73,,
63,31.93,53.34,118.12,,,21.03,35.16,78.48,,
64,33.87,56.67,125.95,,,22.41,37.62,84.46,,
65,35.92,60.3,134.3,,,24.01,40.4,91.07,,
66,38.22,64.32,143.21,,,25.85,43.55,98.36,,
67,40.81,68.69,,,,27.79,46.97,,,
68,43.6,73.25,,,,29.99,50.76,,,
69,46.34,77.79,,,,32.45,54.82,,,
70,49.04,82.29,,,,35.05,59.1,,,
