和谐健康之享定期重大疾病保险费率表,,,,,,,,,,,,
"(每1,000元基本保险金额单位：人民币元)",,,,,,,,,,,,
"投保年龄（周岁）",保险期间：保至65周岁,,,,,,,,,,,
,0,0,3,3,5,5,10,10,15,15,20,20
,1,2,1,2,1,2,1,2,1,2,1,2
0,89.1,72.9,30.8,25.2,19.1,15.6,10.4,8.5,7.5,6.1,6.1,5
1,91.3,74.1,31.6,25.6,19.6,15.9,10.6,8.6,7.7,6.2,6.3,5.1
2,93.6,75.7,32.4,26.2,20.1,16.2,10.9,8.8,7.9,6.4,6.4,5.2
3,96.1,77.5,33.2,26.8,20.6,16.6,11.2,9,8.1,6.5,6.6,5.3
4,98.8,79.5,34.2,27.5,21.2,17,11.5,9.2,8.3,6.7,6.8,5.4
5,101.6,81.7,35.1,28.2,21.8,17.5,11.8,9.5,8.6,6.9,7,5.6
6,104.5,84,36.2,29,22.4,18,12.2,9.7,8.8,7.1,7.2,5.7
7,107.6,86.4,37.2,29.9,23.1,18.5,12.5,10,9.1,7.3,7.4,5.9
8,110.8,88.9,38.3,30.7,23.7,19,12.9,10.3,9.3,7.5,7.6,6.1
9,114.2,91.5,39.5,31.6,24.5,19.6,13.3,10.6,9.6,7.7,7.8,6.3
10,117.7,94.2,40.7,32.6,25.2,20.2,13.7,10.9,9.9,7.9,8.1,6.4
11,121.3,96.9,41.9,33.5,26,20.7,14.1,11.2,10.2,8.1,8.3,6.6
12,125.1,99.6,43.2,34.4,26.8,21.3,14.5,11.6,10.5,8.4,8.6,6.8
13,129,102.5,44.6,35.4,27.6,21.9,15,11.9,10.9,8.6,8.9,7
14,133,105.3,46,36.4,28.5,22.6,15.5,12.2,11.2,8.9,9.1,7.2
15,137.2,108.3,47.4,37.4,29.4,23.2,16,12.6,11.6,9.1,9.4,7.4
16,141.4,111.4,48.9,38.5,30.3,23.8,16.5,12.9,11.9,9.4,9.7,7.6
17,145.9,114.5,50.4,39.6,31.2,24.5,17,13.3,12.3,9.6,10,7.8
18,150.4,117.7,52,40.7,32.2,25.2,17.5,13.7,12.7,9.9,10.3,8.1
19,155,121,53.6,41.8,33.2,25.9,18,14.1,13.1,10.2,10.7,8.3
20,159.7,124.4,55.3,43,34.2,26.6,18.6,14.5,13.5,10.5,11,8.5
21,164.6,127.9,56.9,44.2,35.3,27.4,19.2,14.9,13.9,10.8,11.3,8.8
22,169.5,131.4,58.6,45.4,36.3,28.1,19.7,15.3,14.3,11.1,11.7,9
23,174.6,135.1,60.4,46.7,37.4,28.9,20.3,15.7,14.8,11.4,12,9.3
24,179.7,138.8,62.2,48,38.5,29.7,20.9,16.1,15.2,11.7,12.4,9.5
25,185,142.6,64,49.3,39.7,30.5,21.6,16.6,15.6,12,12.8,9.8
26,190.3,146.4,65.8,50.6,40.8,31.4,22.2,17,16.1,12.4,13.2,10.1
27,195.8,150.2,67.7,52,42,32.2,22.8,17.5,16.6,12.7,13.5,10.4
28,201.3,154.1,69.6,53.3,43.2,33,23.5,17.9,17.1,13,13.9,10.6
29,206.9,158,71.6,54.6,44.4,33.9,24.1,18.4,17.5,13.4,14.4,10.9
30,212.7,161.9,73.6,56,45.6,34.7,24.8,18.9,18,13.7,14.8,11.2
31,218.6,165.8,75.6,57.3,46.9,35.5,25.5,19.3,18.6,14,15.2,11.5
32,224.5,169.6,77.7,58.7,48.2,36.4,26.2,19.8,19.1,14.4,15.7,11.8
33,230.6,173.4,79.8,60,49.5,37.2,27,20.2,19.6,14.7,16.1,12.1
34,236.7,177.1,81.9,61.3,50.8,38,27.7,20.7,20.2,15.1,16.6,12.3
35,242.8,180.7,84,62.5,52.1,38.8,28.4,21.1,20.7,15.4,17,12.6
36,248.9,184.1,86.2,63.7,53.5,39.5,29.2,21.5,21.3,15.7,17.5,12.9
37,254.9,187.3,88.3,64.8,54.8,40.2,29.9,21.9,21.8,16,18,13.1
38,260.8,190.2,90.3,65.9,56.1,40.9,30.6,22.3,22.4,16.3,18.5,13.4
39,266.5,192.9,92.3,66.8,57.3,41.5,31.3,22.6,23,16.5,19,13.6
40,272,195.3,94.2,67.6,58.5,42,32,23,23.5,16.8,19.4,13.8
41,277.2,197.3,96,68.3,59.7,42.4,32.7,23.2,24,17,19.9,14
42,281.9,198.9,97.7,68.9,60.7,42.8,33.3,23.4,24.5,17.2,20.3,14.1
43,286.1,200.1,99.2,69.3,61.7,43.1,33.9,23.6,25,17.3,20.8,14.3
44,289.8,200.7,100.5,69.6,62.5,43.2,34.4,23.7,25.4,17.4,21.1,14.4
45,292.7,200.8,101.5,69.6,63.2,43.3,34.8,23.7,25.7,17.4,21.5,14.4
46,294.8,200.2,102.3,69.4,63.7,43.2,35.2,23.7,26,17.4,,
47,295.9,199,102.7,69,64,42.9,35.4,23.6,26.3,17.3,,
48,296,197.1,102.8,68.4,64.1,42.5,35.5,23.4,26.4,17.2,,
49,294.9,194.5,102.5,67.5,63.9,42,35.5,23.1,26.4,17,,
50,292.5,191.2,101.7,66.3,63.5,41.3,35.3,22.8,26.4,16.8,,
51,288.6,187.1,100.4,64.9,62.7,40.5,35,22.3,,,,
52,283,182.2,98.5,63.3,61.6,39.4,34.4,21.8,,,,
53,275.6,176.3,96,61.2,60.1,38.2,33.7,21.1,,,,
54,266.1,169.4,92.7,58.9,58.1,36.7,32.6,20.3,,,,
55,254.4,161.4,88.7,56.1,55.6,35,31.3,19.4,,,,
