和谐附加轻疾病保险费率表,,,,,,,,,,,,
"(每1,000元基本保险金额单位：人民币元)",,,,,,,,,,,,
"投保年龄（周岁）",保险期间：保至80周岁,,,,,,,,,,,
,0,0,3,3,5,5,10,10,15,15,20,20
,1,2,1,2,1,2,1,2,1,2,1,2
0,53.4,47,18.5,16.2,11.4,10.1,6.2,5.5,4.5,3.9,3.7,3.2
1,54.8,48.1,18.9,16.6,11.7,10.3,6.4,5.6,4.6,4,3.7,3.3
2,56.2,49.4,19.4,17.1,12,10.6,6.5,5.7,4.7,4.1,3.8,3.4
3,57.7,50.8,19.9,17.5,12.4,10.9,6.7,5.9,4.8,4.3,3.9,3.5
4,59.3,52.2,20.5,18.1,12.7,11.2,6.9,6.1,5,4.4,4.1,3.6
5,61,53.8,21.1,18.6,13.1,11.5,7.1,6.2,5.1,4.5,4.2,3.7
6,62.9,55.4,21.7,19.2,13.5,11.9,7.3,6.4,5.3,4.6,4.3,3.8
7,64.9,57.2,22.4,19.8,13.9,12.2,7.5,6.6,5.4,4.8,4.4,3.9
8,67,59,23.1,20.4,14.3,12.6,7.8,6.8,5.6,4.9,4.6,4
9,69.1,60.9,23.9,21,14.8,13,8,7.1,5.8,5.1,4.7,4.2
10,71.4,62.8,24.7,21.7,15.3,13.4,8.3,7.3,6,5.3,4.9,4.3
11,73.8,64.8,25.5,22.4,15.8,13.9,8.6,7.5,6.2,5.4,5,4.4
12,76.2,66.9,26.3,23.1,16.3,14.3,8.8,7.8,6.4,5.6,5.2,4.6
13,78.7,69.1,27.2,23.9,16.8,14.8,9.1,8,6.6,5.8,5.4,4.7
14,81.3,71.3,28.1,24.6,17.4,15.2,9.4,8.3,6.8,6,5.6,4.9
15,83.9,73.5,29,25.4,18,15.7,9.7,8.5,7.1,6.2,5.8,5
16,86.6,75.8,30,26.2,18.6,16.2,10.1,8.8,7.3,6.4,5.9,5.2
17,89.5,78.2,30.9,27,19.2,16.7,10.4,9.1,7.5,6.6,6.1,5.4
18,92.4,80.7,31.9,27.9,19.8,17.3,10.7,9.4,7.8,6.8,6.3,5.5
19,95.3,83.2,33,28.8,20.4,17.8,11.1,9.7,8,7,6.6,5.7
20,98.4,85.9,34,29.7,21.1,18.4,11.4,10,8.3,7.2,6.8,5.9
21,101.6,88.6,35.1,30.6,21.8,19,11.8,10.3,8.6,7.5,7,6.1
22,104.8,91.4,36.3,31.6,22.5,19.6,12.2,10.6,8.8,7.7,7.2,6.3
23,108.2,94.2,37.4,32.6,23.2,20.2,12.6,10.9,9.1,7.9,7.5,6.5
24,111.6,97.1,38.6,33.6,23.9,20.8,13,11.3,9.4,8.2,7.7,6.7
25,115.2,100.1,39.8,34.6,24.7,21.4,13.4,11.6,9.7,8.4,7.9,6.9
26,118.8,103.1,41.1,35.6,25.5,22.1,13.8,12,10,8.7,8.2,7.1
27,122.6,106.2,42.4,36.7,26.3,22.7,14.3,12.4,10.4,9,8.5,7.3
28,126.4,109.3,43.7,37.8,27.1,23.4,14.7,12.7,10.7,9.2,8.8,7.6
29,130.4,112.5,45.1,38.9,28,24.1,15.2,13.1,11.1,9.5,9.1,7.8
30,134.5,115.7,46.5,40,28.9,24.8,15.7,13.5,11.4,9.8,9.4,8
31,138.8,118.9,48,41.1,29.8,25.5,16.2,13.9,11.8,10.1,9.7,8.3
32,143.1,122.2,49.5,42.3,30.7,26.2,16.7,14.3,12.2,10.4,10,8.5
33,147.5,125.4,51.1,43.4,31.7,26.9,17.3,14.7,12.6,10.7,10.3,8.7
34,152.1,128.7,52.6,44.5,32.6,27.6,17.8,15,13,11,10.7,9
35,156.7,132,54.2,45.7,33.7,28.3,18.4,15.4,13.4,11.2,11.1,9.2
36,161.4,135.3,55.9,46.8,34.7,29,18.9,15.8,13.8,11.5,11.4,9.5
37,166.1,138.6,57.5,48,35.7,29.8,19.5,16.3,14.3,11.9,11.8,9.7
38,170.9,142,59.2,49.2,36.8,30.5,20.1,16.7,14.8,12.2,12.2,10
39,175.8,145.3,60.9,50.3,37.8,31.2,20.7,17.1,15.2,12.5,12.6,10.3
40,180.6,148.6,62.6,51.5,38.9,32,21.3,17.5,15.7,12.8,13,10.5
41,185.4,151.8,64.3,52.6,40,32.7,22,17.9,16.2,13.1,13.5,10.8
42,190.1,155,65.9,53.7,41,33.4,22.6,18.3,16.7,13.4,13.9,11.1
43,194.8,158.1,67.6,54.8,42.1,34.1,23.2,18.7,17.1,13.7,14.3,11.3
44,199.3,161.1,69.2,55.8,43.1,34.7,23.8,19.1,17.6,14,14.8,11.6
45,203.7,164,70.8,56.9,44.1,35.4,24.4,19.4,18.1,14.3,15.2,11.9
46,208,166.8,72.3,57.9,45.1,36,25,19.8,18.6,14.6,,
47,212,169.5,73.7,58.8,46,36.6,25.6,20.2,19.1,14.9,,
48,215.8,172.1,75.1,59.7,46.9,37.2,26.1,20.5,19.5,15.2,,
49,219.3,174.6,76.4,60.6,47.7,37.8,26.6,20.9,20,15.4,,
50,222.5,176.9,77.5,61.4,48.5,38.3,27.1,21.2,20.4,15.7,,
51,225.5,179,78.6,62.2,49.2,38.8,27.6,21.5,,,,
52,228.1,181,79.6,62.9,49.9,39.3,28.1,21.8,,,,
53,230.4,182.9,80.4,63.6,50.5,39.7,28.5,22.1,,,,
54,232.2,184.5,81.2,64.2,51,40.1,28.9,22.4,,,,
55,233.7,186,81.8,64.8,51.4,40.5,29.2,22.6,,,,
