£®÷‹ÀÍ£©,0,0,3,3,5,5,10,10,15,15,20,20
,1,2,1,2,1,2,1,2,1,2,1,2
0,188.7,174.2,65.3,60.3,40.4,37.3,21.9,20.3,15.9,14.7,12.9,11.9
1,193.4,178,66.9,61.6,41.4,38.1,22.5,20.7,16.3,15,13.2,12.2
2,198.5,182.5,68.7,63.1,42.5,39.1,23.1,21.2,16.7,15.3,13.6,12.5
3,204,187.4,70.6,64.8,43.7,40.1,23.7,21.8,17.2,15.7,14,12.8
4,209.9,192.7,72.6,66.6,45,41.3,24.4,22.4,17.7,16.2,14.4,13.2
5,216.1,198.4,74.7,68.6,46.3,42.5,25.1,23,18.2,16.7,14.8,13.6
6,222.6,204.4,77,70.7,47.7,43.8,25.9,23.7,18.7,17.2,15.2,14
7,229.4,210.7,79.3,72.8,49.1,45.1,26.6,24.5,19.3,17.7,15.7,14.4
8,236.5,217.2,81.8,75.1,50.6,46.5,27.5,25.2,19.9,18.3,16.2,14.9
9,243.8,224,84.3,77.5,52.2,48,28.3,26,20.5,18.8,16.7,15.3
10,251.5,231.1,86.9,79.9,53.8,49.5,29.2,26.8,21.1,19.4,17.2,15.8
11,259.4,238.3,89.7,82.4,55.5,51,30.1,27.7,21.8,20,17.8,16.3
12,267.6,245.8,92.5,85,57.3,52.6,31.1,28.6,22.5,20.7,18.3,16.8
13,276.1,253.5,95.4,87.6,59.1,54.3,32.1,29.4,23.2,21.3,18.9,17.4
14,284.8,261.4,98.5,90.4,61,56,33.1,30.4,24,22,19.5,17.9
15,293.9,269.6,101.6,93.2,62.9,57.7,34.2,31.3,24.8,22.7,20.2,18.5
16,303.3,278,104.9,96.1,65,59.5,35.3,32.3,25.6,23.4,20.8,19.1
17,312.9,286.7,108.2,99.1,67,61.4,36.4,33.3,26.4,24.1,21.5,19.7
18,322.8,295.7,111.7,102.2,69.2,63.3,37.6,34.4,27.2,24.9,22.2,20.3
19,333.1,304.9,115.2,105.4,71.4,65.3,38.8,35.5,28.1,25.7,22.9,20.9
20,343.6,314.4,118.8,108.7,73.6,67.4,40,36.6,29,26.5,23.7,21.6
21,354.4,324.2,122.6,112.1,76,69.5,41.3,37.7,29.9,27.3,24.4,22.3
22,365.5,334.4,126.4,115.6,78.4,71.6,42.6,38.9,30.9,28.2,25.2,23
23,376.9,344.8,130.4,119.2,80.8,73.9,43.9,40.1,31.9,29.1,26,23.7
24,388.7,355.5,134.5,123,83.4,76.2,45.3,41.4,32.9,30,26.8,24.5
25,400.8,366.5,138.7,126.8,86,78.5,46.7,42.7,33.9,31,27.7,25.3
26,413.3,377.8,143,130.7,88.7,81,48.2,44,35,31.9,28.6,26.1
27,426.2,389.4,147.5,134.7,91.4,83.5,49.7,45.4,36.1,32.9,29.5,26.9
28,439.5,401.3,152.1,138.8,94.3,86,51.3,46.8,37.3,34,30.5,27.8
29,453.1,413.5,156.8,143.1,97.2,88.7,52.9,48.2,38.5,35,31.5,28.7
30,467.2,426,161.7,147.4,100.3,91.4,54.6,49.7,39.7,36.1,32.5,29.6
31,481.6,438.8,166.7,151.8,103.4,94.1,56.3,51.2,41,37.3,33.6,30.5
32,496.5,451.8,171.9,156.4,106.6,97,58.1,52.8,42.3,38.4,34.7,31.5
33,511.8,465.1,177.2,161,109.9,99.9,59.9,54.4,43.7,39.6,35.9,32.5
34,527.5,478.7,182.7,165.7,113.3,102.8,61.8,56,45.1,40.8,37.1,33.5
35,543.6,492.5,188.3,170.5,116.8,105.8,63.8,57.7,46.5,42.1,38.3,34.5
36,560.1,506.5,194,175.4,120.4,108.9,65.8,59.4,48.1,43.3,39.6,35.6
37,577,520.7,199.9,180.4,124.1,112,67.8,61.1,49.6,44.6,41,36.7
38,594.3,535.1,206,185.4,127.9,115.1,70,62.9,51.3,46,42.4,37.8
39,611.9,549.7,212.1,190.5,131.8,118.3,72.2,64.7,52.9,47.3,43.9,39
40,629.8,564.5,218.4,195.7,135.7,121.6,74.4,66.5,54.7,48.7,45.4,40.2
41,648,579.4,224.8,200.9,139.8,124.9,76.7,68.4,56.5,50.1,47,41.4
42,666.5,594.4,231.3,206.2,143.9,128.2,79.1,70.3,58.3,51.5,48.6,42.6
43,685.2,609.5,237.9,211.5,148.1,131.5,81.6,72.2,60.2,53,50.3,43.8
44,704.1,624.7,244.6,216.9,152.3,134.9,84.1,74.1,62.2,54.4,52.1,45.1
45,723.1,639.9,251.4,222.2,156.6,138.3,86.6,76,64.2,55.9,53.9,46.4
46,742.3,655.3,258.2,227.7,161,141.7,89.2,78,66.3,57.4,,
47,761.4,670.6,265.1,233.1,165.4,145.2,91.8,80,68.5,59,,
48,780.5,686.1,271.9,238.6,169.9,148.6,94.5,82,70.7,60.6,,
49,799.7,701.8,278.8,244.1,174.3,152.2,97.3,84,72.9,62.2,,
50,818.7,717.6,285.7,249.7,178.8,155.7,100.1,86.1,75.2,63.8,,
51,837.6,733.6,292.6,255.4,183.3,159.3,102.9,88.3,,,,
52,856.4,749.8,299.5,261.2,187.8,163,105.8,90.5,,,,
53,874.9,766.1,306.4,267,192.4,166.8,108.7,92.7,,,,
54,893.3,782.7,313.2,272.9,196.9,170.6,111.6,95,,,,
55,911.4,799.3,319.9,278.9,201.5,174.5,114.6,97.4,,,,
